Date Reported,Date of Occurrence,Time of Occurrence,City,Severity,Crime Description,Victim Age,Victim Gender,Weapon Used
18-02-2022,17-02-2022,18,Vile Parle East,8,Theft,38,Other,Blunt Object
25-07-2020,20-07-2020,9,Gokuldham (Goregaon),2,Robbery,6,Other,Explosives
07-03-2021,28-02-2021,0,Kamothe,7,Extortion,60,Female,Blunt Object
01-06-2024,22-05-2024,18,Goregaon West,7,Robbery,10,Other,Gun
14-06-2022,10-06-2022,7,Dahisar Industrial Area,9,Cyber Crime,80,Other,Poison
08-01-2023,03-01-2023,4,Bandra Kurla Complex,6,Riot,69,Other,Poison
25-02-2021,22-02-2021,19,Juhu,8,Kidnapping,19,Female,Blunt Object
28-05-2023,26-05-2023,11,Juhu Scheme,3,Domestic Violence,55,Other,Blunt Object
26-03-2022,22-03-2022,5,Jankalyan Nagar (Malad),8,Sexual Assault,17,Male,Acid
07-12-2020,27-11-2020,18,Bhayandar Industrial Area,2,Human Trafficking,74,Female,Explosives
24-08-2020,23-08-2020,0,Shimpoli,3,Cyber Crime,8,Male,Gun
17-08-2020,16-08-2020,13,Navi Mumbai South,1,Attempt to Murder,31,Other,None
05-02-2021,30-01-2021,13,Khar Market Area,3,Human Trafficking,42,Male,Explosives
07-09-2024,03-09-2024,9,Virar Market,2,Drug Possession,30,Male,Gun
01-09-2024,28-08-2024,18,Mira Road Junction,1,Chain Snatching,12,Male,Blunt Object
16-09-2024,11-09-2024,9,Evershine Nagar (Malad),3,Chain Snatching,6,Female,Acid
20-04-2024,20-04-2024,20,Navi Mumbai Seawoods Phase 2,9,Theft,58,Other,Poison
14-01-2022,04-01-2022,8,Andheri Central,7,Kidnapping,78,Other,Acid
10-07-2022,09-07-2022,5,Malvani (Malad),5,Vehicle Theft,19,Male,Knife
15-03-2024,06-03-2024,6,Goregaon West,9,Extortion,77,Other,Acid
09-07-2021,09-07-2021,6,Shimpoli,7,Chain Snatching,62,Other,None
12-01-2024,11-01-2024,1,Navi Mumbai West,1,Attempt to Murder,25,Female,Blunt Object
06-02-2024,02-02-2024,18,Vakola Pipeline (Santacruz East),2,Cyber Crime,48,Male,Poison
30-05-2022,24-05-2022,18,Janupada (Kandivali East),4,Riot,51,Female,Poison
04-03-2024,03-03-2024,2,Ambujwadi (Malad),7,Kidnapping,16,Male,Poison
30-01-2024,23-01-2024,19,Andheri West,7,Human Trafficking,60,Other,Gun
14-07-2020,05-07-2020,23,Bandra Kurla Complex,3,Murder,29,Female,Poison
22-10-2021,19-10-2021,5,Behram Baug (Jogeshwari),1,Drug Possession,17,Female,None
08-07-2024,05-07-2024,10,Santacruz Market Area,6,Vehicle Theft,57,Female,None
18-09-2022,10-09-2022,16,Nehru Nagar (Vile Parle),7,Robbery,20,Male,Acid
24-07-2020,19-07-2020,13,Navi Mumbai Harbour,3,Domestic Violence,29,Male,None
21-01-2023,15-01-2023,0,Bhayandar West,7,Murder,79,Female,Acid
29-06-2022,22-06-2022,20,Dahisar West,1,Theft,45,Female,None
23-09-2020,17-09-2020,9,Bhayandar Camp,6,Extortion,19,Female,Blunt Object
03-05-2023,26-04-2023,8,Virar East Colony,1,Theft,61,Other,Gun
08-08-2021,04-08-2021,18,Borivali Industrial Area,8,Robbery,55,Female,Blunt Object
15-06-2022,12-06-2022,22,Jogeshwari East,4,Human Trafficking,32,Male,Gun
13-03-2022,11-03-2022,2,Vazira Naka,8,Sexual Assault,9,Other,None
28-06-2024,21-06-2024,11,Santacruz West,9,Drug Possession,24,Other,None
17-01-2024,11-01-2024,17,Navi Mumbai Seawoods Phase 2,6,Fraud,7,Female,Acid
08-09-2024,03-09-2024,14,Pathanwadi (Malad),4,Theft,28,Other,Acid
26-04-2023,25-04-2023,6,Thakur Village (Kandivali East),2,Domestic Violence,33,Male,Poison
05-07-2022,05-07-2022,20,Motilal Nagar (Goregaon),3,Robbery,11,Female,Blunt Object
19-07-2021,14-07-2021,6,Virar Junction,7,Kidnapping,70,Female,Explosives
30-01-2024,27-01-2024,1,Santacruz Market Area,4,Sexual Assault,8,Male,Gun
26-03-2021,16-03-2021,18,Vasai Village,3,Drug Possession,30,Other,Poison
30-06-2024,30-06-2024,5,Nerul,6,Extortion,9,Female,Acid
28-02-2024,22-02-2024,15,Vile Parle East,1,Attempt to Murder,25,Other,Gun
23-10-2024,16-10-2024,18,Shastri Nagar (Jogeshwari),1,Sexual Assault,48,Other,Acid
30-10-2021,21-10-2021,8,Kopar Khairane,7,Attempt to Murder,64,Other,Explosives
30-04-2024,21-04-2024,5,Yogi Nagar (Borivali),6,Vehicle Theft,19,Other,Knife
31-07-2022,25-07-2022,9,Mount Mary Area,1,Cyber Crime,17,Female,Gun
14-07-2021,09-07-2021,21,Khar Market Area,7,Murder,78,Other,Blunt Object
31-03-2020,31-03-2020,16,Evershine Nagar (Malad),5,Theft,42,Other,Knife
02-07-2024,30-06-2024,20,Navi Mumbai Industrial Area,6,Human Trafficking,30,Male,Gun
01-04-2022,26-03-2022,23,Navi Mumbai Industrial Area,7,Cyber Crime,56,Other,Poison
08-08-2021,29-07-2021,14,Nerul West,2,Extortion,56,Female,Knife
27-11-2020,24-11-2020,18,Janupada (Kandivali East),9,Domestic Violence,57,Female,Poison
10-09-2020,06-09-2020,20,Virar East Colony,9,Theft,41,Male,Knife
20-06-2024,10-06-2024,3,Malad West,1,Cyber Crime,19,Female,None
11-09-2021,04-09-2021,23,Navi Mumbai West,4,Sexual Assault,15,Female,None
28-12-2024,25-12-2024,13,Subhash Nagar,1,Sexual Assault,6,Female,Explosives
19-08-2023,17-08-2023,0,Jankalyan Nagar (Malad),1,Fraud,44,Other,Explosives
04-12-2022,29-11-2022,2,Mhatre Wadi (Dahisar),8,Human Trafficking,23,Female,Knife
21-12-2021,15-12-2021,18,New Panvel,8,Murder,45,Male,None
01-02-2021,26-01-2021,0,Charkop (Kandivali West),3,Drug Possession,27,Male,Poison
25-07-2024,17-07-2024,15,Malvani (Malad),6,Fraud,20,Female,Poison
03-07-2021,28-06-2021,7,Motilal Nagar (Goregaon),6,Fraud,33,Female,Blunt Object
29-02-2020,24-02-2020,18,Vasai East Town,4,Extortion,66,Other,Knife
21-02-2024,11-02-2024,18,Belapur,4,Murder,14,Other,Poison
27-04-2024,26-04-2024,22,Mira Colony,3,Human Trafficking,12,Male,Acid
02-05-2020,22-04-2020,15,Shivaji Nagar (Santacruz East),3,Kidnapping,73,Female,Knife
27-02-2020,22-02-2020,15,Shimpoli,1,Robbery,62,Other,Blunt Object
13-05-2020,04-05-2020,2,Santacruz West,8,Extortion,69,Other,Gun
23-12-2020,14-12-2020,3,Ekta Colony,3,Kidnapping,69,Male,Explosives
26-02-2020,20-02-2020,17,Santacruz Industrial Area,3,Chain Snatching,74,Male,Poison
12-11-2021,05-11-2021,9,Juhu Nagar,5,Kidnapping,16,Female,Poison
05-04-2024,02-04-2024,16,Malad East,6,Kidnapping,37,Male,Gun
29-04-2021,29-04-2021,17,Juhu Beach Area,6,Domestic Violence,16,Male,Gun
28-10-2020,24-10-2020,18,Sunder Nagar (Malad),5,Theft,10,Male,None
30-01-2022,29-01-2022,12,Shivaji Nagar (Santacruz East),6,Robbery,68,Other,Explosives
27-08-2021,23-08-2021,18,Goregaon Industrial Area,6,Chain Snatching,42,Other,Knife
24-02-2023,15-02-2023,7,Liliya Nagar (Malad),7,Chain Snatching,39,Male,None
05-02-2021,05-02-2021,12,Vasai Road Area,1,Extortion,12,Male,None
29-09-2023,23-09-2023,20,Carter Road,1,Riot,31,Female,Knife
30-11-2023,26-11-2023,1,Somnath Lane,5,Domestic Violence,64,Other,Acid
07-10-2020,28-09-2020,6,21st Road (Khar),8,Kidnapping,70,Male,None
17-01-2022,15-01-2022,23,Bhayandar Central,9,Kidnapping,12,Male,Poison
25-11-2021,18-11-2021,2,Kalina (Santacruz East),8,Extortion,7,Female,Explosives
21-08-2023,17-08-2023,16,Eksar Colony,9,Fraud,24,Other,Acid
22-07-2024,13-07-2024,4,Navi Mumbai South,9,Kidnapping,24,Female,Knife
28-01-2022,27-01-2022,11,Khar Danda,9,Murder,27,Female,Knife
02-12-2021,27-11-2021,7,Juhu Scheme,9,Vehicle Theft,17,Male,Gun
25-01-2020,16-01-2020,13,Kandivali East,3,Murder,59,Female,Blunt Object
29-05-2023,27-05-2023,8,Khar Market Area,4,Vehicle Theft,21,Male,Poison
05-06-2023,04-06-2023,19,Malad Market Area,9,Murder,25,Male,Blunt Object
05-07-2024,03-07-2024,19,Behram Baug (Jogeshwari),9,Cyber Crime,42,Male,Blunt Object
12-02-2024,09-02-2024,7,Four Bungalows,5,Drug Possession,18,Other,Poison
25-05-2023,25-05-2023,19,Four Bungalows,3,Theft,33,Female,Blunt Object
30-07-2020,20-07-2020,12,KC Marg,5,Murder,19,Other,Knife
17-03-2024,07-03-2024,7,Vile Parle West,7,Cyber Crime,20,Other,Explosives
26-11-2020,23-11-2020,16,Juhu Nagar,9,Human Trafficking,72,Other,Acid
16-09-2021,12-09-2021,19,Vakola (Santacruz East),6,Drug Possession,49,Male,None
04-05-2022,28-04-2022,8,Pali Naka (Khar),5,Chain Snatching,48,Male,Knife
20-05-2023,20-05-2023,17,LIC Colony (Borivali),5,Riot,11,Male,None
16-09-2020,15-09-2020,14,Sant Dnyaneshwar Nagar,2,Robbery,27,Male,Acid
11-10-2023,09-10-2023,6,Oshiwara,1,Domestic Violence,42,Other,Knife
19-11-2021,09-11-2021,1,Four Bungalows,5,Human Trafficking,76,Other,Acid
05-07-2023,01-07-2023,15,Navi Mumbai Central,1,Theft,39,Other,Gun
23-12-2021,20-12-2021,18,Pandurang Wadi (Goregaon),9,Kidnapping,70,Male,Blunt Object
02-11-2021,30-10-2021,1,Tata Blocks,7,Domestic Violence,62,Male,Acid
08-12-2022,04-12-2022,22,Marol Naka,2,Kidnapping,29,Female,Gun
29-03-2021,24-03-2021,0,Dahisar East,3,Chain Snatching,36,Other,Blunt Object
08-11-2024,29-10-2024,1,Navi Mumbai West,2,Domestic Violence,26,Male,Blunt Object
21-05-2024,20-05-2024,2,Navi Mumbai South,5,Chain Snatching,21,Male,Gun
30-06-2022,26-06-2022,6,Eksar Colony,8,Human Trafficking,74,Female,None
27-04-2022,17-04-2022,19,Ranwar,3,Vehicle Theft,16,Female,Poison
19-09-2022,13-09-2022,16,Hanuman Nagar (Kandivali East),1,Sexual Assault,34,Male,Blunt Object
03-06-2020,25-05-2020,10,Indiraji Nagar,6,Human Trafficking,80,Other,Blunt Object
19-11-2020,18-11-2020,15,Goregaon West,6,Murder,59,Other,Acid
03-10-2021,23-09-2021,19,Navi Mumbai South,1,Kidnapping,56,Male,Poison
06-11-2022,29-10-2022,8,Bandra Kurla Complex,8,Drug Possession,13,Female,Gun
10-05-2020,07-05-2020,15,Navi Mumbai Central,1,Sexual Assault,62,Female,None
16-04-2021,08-04-2021,21,Motilal Nagar (Goregaon),9,Domestic Violence,20,Other,Explosives
17-08-2023,09-08-2023,21,Eksar Colony,2,Sexual Assault,28,Male,Blunt Object
04-07-2022,29-06-2022,14,Santacruz West,9,Human Trafficking,23,Other,Explosives
28-09-2022,23-09-2022,12,Mira Road Cantonment,5,Vehicle Theft,75,Other,None
11-01-2021,02-01-2021,20,Kalina (Santacruz East),7,Extortion,42,Male,Explosives
25-06-2022,23-06-2022,16,Andheri East,1,Theft,50,Other,Knife
07-12-2023,07-12-2023,13,Juhu Nagar,5,Theft,21,Male,Blunt Object
29-08-2021,24-08-2021,10,Jogeshwari East,2,Sexual Assault,13,Other,Gun
17-01-2021,15-01-2021,19,Motilal Nagar (Goregaon),2,Domestic Violence,20,Female,Poison
03-09-2020,28-08-2020,4,Kora Kendra,4,Kidnapping,74,Male,Acid
25-05-2020,16-05-2020,17,Mira Road Cantonment,2,Human Trafficking,70,Other,Knife
12-11-2020,07-11-2020,14,Seawoods,5,Attempt to Murder,43,Female,Blunt Object
15-04-2024,07-04-2024,18,Airoli Industrial Area,1,Human Trafficking,58,Male,Poison
26-12-2021,25-12-2021,14,Mira Road Industrial Area,5,Drug Possession,35,Male,Explosives
02-06-2022,02-06-2022,14,Juhu Village,9,Sexual Assault,75,Female,Acid
16-05-2023,13-05-2023,17,Pali Naka (Khar),4,Riot,13,Other,Blunt Object
06-10-2024,28-09-2024,19,Panvel,4,Fraud,15,Other,Blunt Object
05-02-2024,28-01-2024,7,Patilwadi (Jogeshwari),7,Chain Snatching,47,Female,Blunt Object
25-09-2023,17-09-2023,22,KC Marg,8,Sexual Assault,64,Female,Blunt Object
10-01-2020,05-01-2020,20,Bhayandar Industrial Area,8,Fraud,14,Male,Blunt Object
08-10-2021,01-10-2021,3,Pathanwadi (Malad),2,Extortion,23,Male,Acid
05-11-2020,04-11-2020,6,Nerul West,4,Fraud,6,Male,Acid
30-12-2023,25-12-2023,13,NESCO Colony (Goregaon),8,Human Trafficking,59,Other,Explosives
23-10-2023,21-10-2023,14,Andheri Market,1,Drug Possession,31,Other,Blunt Object
25-05-2020,24-05-2020,3,Bhayandar East,1,Human Trafficking,51,Other,Explosives
05-03-2024,02-03-2024,8,Santacruz Market Area,8,Robbery,48,Female,Knife
21-05-2021,14-05-2021,3,Bhayandar Industrial Area,5,Vehicle Theft,29,Male,Explosives
22-08-2022,12-08-2022,12,Shivaji Nagar (Santacruz East),5,Drug Possession,54,Other,Acid
05-04-2023,05-04-2023,21,Vakola Pipeline (Santacruz East),1,Attempt to Murder,43,Male,Poison
26-03-2020,17-03-2020,21,Bandra Kurla Complex,6,Riot,14,Other,Blunt Object
23-03-2024,23-03-2024,12,Bandra East,6,Robbery,47,Female,Knife
27-03-2022,26-03-2022,0,Damu Nagar (Kandivali East),4,Theft,20,Female,Poison
04-10-2022,03-10-2022,7,Shivaji Nagar (Santacruz East),8,Murder,15,Other,Explosives
23-05-2022,23-05-2022,7,Sainik Nagar (Jogeshwari),4,Chain Snatching,62,Female,Explosives
27-03-2023,20-03-2023,12,Behram Baug (Jogeshwari),3,Domestic Violence,19,Male,None
08-09-2021,30-08-2021,17,Bhayandar Industrial Area,5,Robbery,63,Male,Gun
04-06-2022,03-06-2022,5,Shanti Nagar (Dahisar),3,Domestic Violence,54,Male,None
10-12-2021,09-12-2021,4,Virar West,2,Murder,28,Female,Knife
04-02-2020,25-01-2020,1,Kopar Khairane West,1,Murder,74,Male,Blunt Object
10-07-2022,02-07-2022,21,NL Complex (Dahisar),1,Domestic Violence,57,Female,Blunt Object
05-12-2020,27-11-2020,9,Shivaji Nagar (Santacruz East),2,Fraud,27,Female,Blunt Object
23-05-2021,17-05-2021,21,Saki Naka,3,Drug Possession,37,Other,Poison
29-08-2024,24-08-2024,9,16th Road (Khar),9,Attempt to Murder,45,Male,Poison
18-10-2022,16-10-2022,23,Mhatre Wadi (Dahisar),8,Cyber Crime,43,Female,Gun
03-02-2024,30-01-2024,17,Panvel,6,Sexual Assault,66,Male,Explosives
02-01-2020,25-12-2019,9,Sant Dnyaneshwar Nagar,9,Vehicle Theft,53,Other,None
02-06-2020,26-05-2020,4,Rani Sati Marg (Malad),9,Chain Snatching,45,Female,Poison
04-04-2024,04-04-2024,14,Tata Blocks,8,Domestic Violence,23,Male,Knife
11-12-2020,11-12-2020,20,Andheri East,1,Chain Snatching,34,Other,Explosives
02-01-2024,31-12-2023,13,Kalina (Santacruz East),3,Theft,5,Other,Gun
27-06-2023,20-06-2023,7,Seawoods,3,Cyber Crime,22,Female,Gun
06-01-2024,04-01-2024,10,Vasai Road Area,8,Human Trafficking,36,Male,Explosives
14-02-2024,04-02-2024,23,Vile Parle Market Area,3,Human Trafficking,32,Female,Acid
19-09-2024,12-09-2024,17,Malad Industrial Area,3,Attempt to Murder,25,Female,Knife
11-09-2022,03-09-2022,17,Malad West,1,Murder,35,Other,Acid
28-10-2024,28-10-2024,17,Damu Nagar (Kandivali East),5,Kidnapping,9,Female,None
02-02-2023,31-01-2023,19,Bhayandar Village,9,Theft,26,Other,Blunt Object
19-09-2020,17-09-2020,12,Malad Industrial Area,8,Chain Snatching,70,Female,Gun
16-03-2021,06-03-2021,11,Kora Kendra,9,Domestic Violence,11,Female,Blunt Object
14-08-2024,08-08-2024,3,Ghansoli,1,Extortion,5,Female,Knife
22-01-2021,21-01-2021,7,Bhayandar Market,7,Robbery,28,Female,Poison
08-04-2022,03-04-2022,8,Goregaon East,2,Kidnapping,54,Female,Knife
19-08-2021,19-08-2021,8,Pali Hill,5,Drug Possession,12,Male,Poison
30-12-2021,21-12-2021,10,Khar West,5,Domestic Violence,17,Female,Explosives
23-03-2024,14-03-2024,1,Dahanukar Wadi (Kandivali West),1,Human Trafficking,41,Female,Acid
25-12-2024,22-12-2024,21,Santacruz West,6,Murder,26,Male,Gun
15-05-2022,14-05-2022,6,Seawoods,6,Extortion,69,Female,None
03-01-2024,29-12-2023,19,Vile Parle East,3,Human Trafficking,51,Male,Poison
19-08-2022,15-08-2022,11,Vakola (Santacruz East),6,Attempt to Murder,36,Male,Gun
06-06-2020,27-05-2020,14,Pandurang Wadi (Goregaon),6,Attempt to Murder,51,Female,Acid
19-11-2020,19-11-2020,2,Kalina (Santacruz East),4,Sexual Assault,26,Other,None
18-08-2020,17-08-2020,8,Virar East Colony,2,Kidnapping,49,Male,Knife
03-01-2024,25-12-2023,8,Bandra Reclamation,7,Domestic Violence,61,Male,None
10-07-2020,10-07-2020,11,Dahanukar Wadi (Kandivali West),3,Kidnapping,80,Male,Poison
27-09-2020,27-09-2020,13,Turbhe,1,Kidnapping,7,Male,Gun
21-05-2020,12-05-2020,13,Khar West,2,Domestic Violence,76,Male,Gun
29-03-2023,25-03-2023,14,Andheri Hills,9,Attempt to Murder,78,Other,Poison
28-04-2020,28-04-2020,7,KC Marg,7,Sexual Assault,16,Male,Acid
06-08-2024,02-08-2024,17,14th Road (Khar),5,Chain Snatching,23,Female,Blunt Object
31-01-2022,27-01-2022,11,Rawalpada (Dahisar),8,Chain Snatching,73,Male,Acid
05-01-2024,30-12-2023,2,Jankalyan Nagar (Malad),2,Drug Possession,80,Female,Poison
18-02-2020,17-02-2020,17,Lokhandwala,1,Cyber Crime,22,Other,None
25-06-2021,19-06-2021,4,18th Road (Khar),5,Vehicle Theft,65,Male,Blunt Object
12-04-2024,04-04-2024,21,Vasai Bazaar,1,Vehicle Theft,64,Male,Acid
10-03-2022,07-03-2022,11,Jawahar Nagar (Goregaon),8,Attempt to Murder,80,Male,None
22-09-2022,21-09-2022,12,Mount Mary Area,1,Robbery,52,Female,Gun
05-05-2021,01-05-2021,6,Virar Junction,9,Domestic Violence,9,Male,Explosives
03-02-2021,29-01-2021,10,Andheri West,5,Chain Snatching,14,Other,Explosives
12-09-2024,06-09-2024,23,Santacruz Industrial Area,1,Drug Possession,16,Male,Explosives
28-02-2023,25-02-2023,13,Pali Naka (Khar),4,Vehicle Theft,48,Other,Acid
16-03-2021,08-03-2021,7,Indiraji Nagar,8,Vehicle Theft,23,Other,Knife
06-08-2023,29-07-2023,0,Chakala Naka,7,Drug Possession,41,Female,Knife
25-07-2021,24-07-2021,0,Prabhat Colony (Santacruz East),9,Kidnapping,15,Other,Explosives
31-05-2021,30-05-2021,14,Borivali East,1,Fraud,39,Male,Blunt Object
09-11-2020,07-11-2020,12,Chakala Naka,7,Attempt to Murder,36,Male,Blunt Object
14-07-2021,07-07-2021,18,Orlem (Malad),2,Domestic Violence,71,Other,Gun
10-07-2021,10-07-2021,22,Anand Nagar (Dahisar),5,Chain Snatching,19,Female,Blunt Object
25-03-2021,21-03-2021,18,Bandra West,8,Sexual Assault,46,Male,Gun
25-11-2021,23-11-2021,6,Ambedkar Road (Khar),2,Chain Snatching,49,Male,Acid
19-03-2020,17-03-2020,2,Somnath Lane,3,Riot,34,Other,Poison
11-07-2021,10-07-2021,19,Avdhut Nagar (Dahisar),6,Vehicle Theft,9,Other,Knife
08-04-2021,04-04-2021,5,Pratiksha Nagar (Jogeshwari),7,Extortion,15,Male,Gun
14-04-2023,07-04-2023,19,Vasai West Town,8,Domestic Violence,31,Female,Blunt Object
14-05-2023,13-05-2023,16,Malad Market Area,4,Drug Possession,14,Female,Explosives
26-03-2023,21-03-2023,7,Navi Mumbai Industrial Area,8,Robbery,22,Male,Knife
25-07-2020,19-07-2020,16,Ghansoli,8,Theft,39,Female,Knife
16-10-2024,09-10-2024,23,Belapur,4,Riot,67,Male,Acid
14-11-2024,13-11-2024,1,Navi Mumbai South,2,Theft,75,Male,Poison
20-02-2024,20-02-2024,17,Dahanukar Wadi (Kandivali West),1,Domestic Violence,37,Male,Gun
21-10-2023,21-10-2023,6,Vashi Residential,7,Riot,33,Male,Gun
29-12-2021,26-12-2021,6,Davri Nagar (Santacruz East),6,Vehicle Theft,19,Other,Explosives
07-02-2022,05-02-2022,17,Vasai Road Area,1,Human Trafficking,16,Other,Gun
11-09-2024,10-09-2024,22,Virar West Industrial Area,1,Sexual Assault,11,Other,Poison
11-08-2024,09-08-2024,19,KC Marg,9,Murder,69,Other,Blunt Object
10-08-2022,03-08-2022,21,Chaitanya Nagar (Santacruz East),7,Extortion,21,Other,Acid
12-02-2021,12-02-2021,21,Aarey Milk Colony,6,Domestic Violence,59,Other,Knife
11-12-2020,01-12-2020,2,Pandurang Wadi (Goregaon),4,Sexual Assault,15,Other,Explosives
07-04-2023,07-04-2023,22,Andheri East,9,Sexual Assault,58,Female,None
15-06-2024,07-06-2024,1,Chaitanya Nagar (Santacruz East),1,Robbery,64,Male,Poison
29-11-2022,27-11-2022,5,Mira Road East,7,Chain Snatching,78,Female,Poison
14-07-2023,08-07-2023,22,Goregaon Central,4,Chain Snatching,38,Male,Knife
14-03-2023,06-03-2023,22,Malvani (Malad),9,Murder,73,Other,Gun
16-03-2022,12-03-2022,11,Chapel Road,1,Theft,21,Other,Acid
15-12-2020,06-12-2020,14,Khar Market Area,2,Drug Possession,41,Female,None
06-07-2021,30-06-2021,10,Nerul West,9,Domestic Violence,40,Female,Acid
23-01-2023,20-01-2023,3,Mira Road East,8,Fraud,56,Other,Blunt Object
13-10-2023,07-10-2023,17,Andheri Market,4,Riot,16,Male,Explosives
25-01-2022,17-01-2022,12,Navi Mumbai Garden City,8,Drug Possession,50,Female,Knife
06-03-2023,24-02-2023,9,Bhayandar Industrial Area,8,Theft,26,Female,Acid
19-02-2020,09-02-2020,21,Juhu,9,Riot,12,Male,Poison
23-02-2021,23-02-2021,13,14th Road (Khar),7,Fraud,17,Other,Explosives
13-02-2024,07-02-2024,16,Borivali East,9,Domestic Violence,64,Female,Poison
23-02-2021,17-02-2021,13,Jogeshwari East,5,Theft,41,Male,Acid
14-08-2024,05-08-2024,21,Rawalpada (Dahisar),1,Human Trafficking,8,Female,Knife
06-07-2023,28-06-2023,7,Malad East,2,Murder,28,Female,Acid
10-03-2022,04-03-2022,15,Jogeshwari West,6,Cyber Crime,7,Male,Gun
05-05-2023,02-05-2023,13,Ghansoli,3,Riot,15,Other,Explosives
02-10-2024,23-09-2024,23,Carter Road,7,Cyber Crime,54,Male,Gun
29-03-2024,23-03-2024,14,Dnyaneshwar Marg (Jogeshwari),4,Attempt to Murder,55,Other,Blunt Object
17-03-2022,17-03-2022,23,Jogeshwari West,2,Robbery,31,Male,Acid
31-08-2023,21-08-2023,21,Kandivali East,5,Chain Snatching,69,Other,Acid
17-01-2021,12-01-2021,4,21st Road (Khar),7,Sexual Assault,26,Male,Knife
10-03-2022,01-03-2022,2,Santacruz Industrial Area,8,Drug Possession,57,Female,Poison
24-08-2020,16-08-2020,5,Turbhe,5,Fraud,29,Male,None
23-08-2022,15-08-2022,23,Aarey Milk Colony,2,Attempt to Murder,49,Male,Acid
15-11-2022,13-11-2022,14,Marol,5,Extortion,76,Female,Acid
02-04-2022,30-03-2022,17,Nerul East,7,Fraud,54,Male,None
20-07-2023,16-07-2023,11,Prabhat Colony (Santacruz East),3,Sexual Assault,12,Female,Knife
15-01-2020,09-01-2020,7,Navi Mumbai South,4,Chain Snatching,22,Female,Gun
08-08-2022,05-08-2022,11,Khar West,5,Vehicle Theft,33,Other,Blunt Object
05-04-2021,01-04-2021,3,Andheri Hills,2,Riot,65,Other,Blunt Object
07-10-2023,27-09-2023,14,Rawalpada (Dahisar),4,Riot,75,Female,None
12-09-2023,11-09-2023,5,Rawalpada (Dahisar),3,Chain Snatching,36,Male,Acid
19-01-2022,09-01-2022,11,Oshiwara,1,Human Trafficking,49,Female,None
13-01-2024,05-01-2024,8,Andheri Market,9,Extortion,48,Female,Blunt Object
02-02-2021,25-01-2021,6,Aarey Milk Colony,1,Vehicle Theft,50,Female,Gun
09-11-2024,02-11-2024,19,Vasai Bazaar,5,Kidnapping,15,Other,Gun
24-05-2021,14-05-2021,9,Navi Mumbai Harbour,2,Kidnapping,54,Other,Acid
22-09-2024,18-09-2024,8,KC Marg,8,Vehicle Theft,64,Male,Poison
26-04-2021,18-04-2021,12,Juhu Koliwada,8,Human Trafficking,36,Other,Explosives
28-06-2021,22-06-2021,1,Kandivali Industrial Area,7,Cyber Crime,74,Male,Blunt Object
26-04-2024,18-04-2024,21,Vasai Village,8,Domestic Violence,37,Other,Knife
24-06-2020,18-06-2020,15,Goregaon East,2,Riot,77,Female,Blunt Object
27-08-2020,27-08-2020,2,Chapel Road,1,Drug Possession,18,Female,Explosives
08-03-2024,03-03-2024,2,KC Marg,7,Riot,35,Female,Knife
02-06-2020,28-05-2020,0,Juhu Market,1,Kidnapping,24,Other,Gun
30-03-2021,30-03-2021,7,Jogeshwari West,7,Attempt to Murder,10,Male,Gun
24-06-2021,22-06-2021,11,Navi Mumbai Central,8,Sexual Assault,71,Other,None
14-02-2020,13-02-2020,20,Marol Naka,5,Theft,21,Female,Poison
30-07-2023,30-07-2023,10,Kandivali West,2,Attempt to Murder,76,Other,Blunt Object
08-05-2024,08-05-2024,14,Vile Parle Market Area,7,Kidnapping,43,Male,None
02-04-2021,24-03-2021,10,Bhayandar West,3,Cyber Crime,24,Male,Poison
24-04-2023,17-04-2023,14,Charkop (Kandivali West),5,Attempt to Murder,42,Male,Poison
25-09-2022,25-09-2022,13,Andheri Market,7,Sexual Assault,58,Male,Blunt Object
10-08-2024,02-08-2024,5,Yogi Nagar (Borivali),2,Attempt to Murder,16,Male,Explosives
01-03-2022,19-02-2022,19,Vasai West,3,Human Trafficking,70,Female,Knife
25-08-2022,19-08-2022,10,Vasai Village,7,Theft,60,Male,Gun
